home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles
30805,"Richmond County, GA",1,0,33.279569,-82.191791,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.15
30820,"Hancock County, GA",1,0,33.222359,-82.724536,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,94.60
30823,"Jefferson County, GA",1,0,33.222042,-82.456142,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,108.96
30830,"Burke County, GA",1,0,33.085111,-81.978661,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,138.14
31001,"Wilcox County, GA",1,0,31.976256,-83.339665,AIRPORT STATION,MARTA-AIRPORT,131.73
31009,"Laurens County, GA",1,0,32.270181,-83.000516,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.72
31014,"Dodge County, GA",1,0,32.415886,-83.349077,AIRPORT STATION,MARTA-AIRPORT,105.82
31016,"Lamar County, GA",1,0,32.829319,-84.091558,AIRPORT STATION,MARTA-AIRPORT,59.68
31019,"Laurens County, GA",1,0,32.424244,-83.051342,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,115.30
31023,"Dodge County, GA",1,0,32.183174,-83.199476,AIRPORT STATION,MARTA-AIRPORT,123.97
31025,"Houston County, GA",1,0,32.335397,-83.740875,AIRPORT STATION,MARTA-AIRPORT,99.01
31030,"Crawford County, GA",1,0,32.568973,-83.891880,AIRPORT STATION,MARTA-AIRPORT,80.69
31036,"Houston County, GA",1,0,32.270061,-83.492626,AIRPORT STATION,MARTA-AIRPORT,109.65
31036,"Pulaski County, GA",1,0,32.270061,-83.492626,AIRPORT STATION,MARTA-AIRPORT,109.65
31046,"Jones County, GA",1,0,33.054336,-83.796088,AIRPORT STATION,MARTA-AIRPORT,55.21
31052,"Crawford County, GA",1,0,32.789015,-83.840075,AIRPORT STATION,MARTA-AIRPORT,68.48
31054,"Wilkinson County, GA",1,0,32.889861,-83.214067,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,84.45
31055,"Telfair County, GA",1,0,31.985895,-82.883139,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,145.93
31057,"Macon County, GA",1,0,32.429781,-83.944276,AIRPORT STATION,MARTA-AIRPORT,88.56
31058,"Marion County, GA",1,0,32.488651,-84.410396,AIRPORT STATION,MARTA-AIRPORT,79.62
31060,"Dodge County, GA",1,0,31.986445,-83.056350,AIRPORT STATION,MARTA-AIRPORT,139.91
31063,"Macon County, GA",1,0,32.288966,-83.963260,AIRPORT STATION,MARTA-AIRPORT,97.49
31064,"Newton County, GA",1,0,33.286454,-83.702299,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,45.14
31066,"Monroe County, GA",1,0,32.802410,-83.978150,AIRPORT STATION,MARTA-AIRPORT,63.92
31070,"Dooly County, GA",1,0,32.186580,-83.789771,AIRPORT STATION,MARTA-AIRPORT,107.43
31076,"Taylor County, GA",1,0,32.549678,-84.104974,AIRPORT STATION,MARTA-AIRPORT,77.92
31087,"Baldwin County, GA",1,0,33.251362,-83.001031,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.32
31090,"Wilkinson County, GA",1,0,32.793582,-83.048446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,95.93
31092,"Crisp County, GA",1,0,32.089661,-83.782665,AIRPORT STATION,MARTA-AIRPORT,113.87
31096,"Washington County, GA",1,0,32.723291,-82.707266,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,113.86
31097,"Lamar County, GA",1,0,32.890411,-84.166895,AIRPORT STATION,MARTA-AIRPORT,54.28
31207,"Bibb County, GA",1,0,32.828602,-83.649299,AIRPORT STATION,MARTA-AIRPORT,72.58
31217,"Twiggs County, GA",1,0,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58
31301,"Long County, GA",1,0,31.758253,-81.605053,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,206.30
31302,"Effingham County, GA",1,0,32.125813,-81.340394,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.38
31303,"Effingham County, GA",1,0,32.505422,-81.313427,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,189.97
31313,"Long County, GA",1,0,31.836598,-81.616774,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.13
31323,"Liberty County, GA",1,0,31.668385,-81.454187,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.03
31512,"Coffee County, GA",1,0,31.545696,-83.018356,AIRPORT STATION,MARTA-AIRPORT,166.90
31535,"Coffee County, GA",1,0,31.459541,-82.867327,AIRPORT STATION,MARTA-AIRPORT,176.53
31537,"Camden County, GA",1,0,30.926545,-82.176473,AIRPORT STATION,MARTA-AIRPORT,229.64
31539,"Jeff Davis County, GA",1,0,31.813918,-82.602233,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,164.91
31542,"Brantley County, GA",1,0,31.142701,-82.119407,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,219.26
31546,"Wayne County, GA",1,0,31.530265,-81.794871,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,209.76
31554,"Coffee County, GA",1,0,31.485797,-82.620517,AIRPORT STATION,MARTA-AIRPORT,182.93
31555,"Appling County, GA",1,0,31.703058,-82.069441,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.12
31565,"Camden County, GA",1,0,31.070708,-81.643418,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,239.83
31566,"Brantley County, GA",1,0,31.182755,-81.805594,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,227.82
31568,"Camden County, GA",1,0,31.013390,-81.819102,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,236.73
31569,"Camden County, GA",1,0,30.933780,-81.737076,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,244.03
31622,"Berrien County, GA",1,0,31.372347,-83.199344,AIRPORT STATION,MARTA-AIRPORT,172.74
31624,"Atkinson County, GA",1,0,31.296189,-82.730338,AIRPORT STATION,MARTA-AIRPORT,190.37
31626,"Thomas County, GA",1,0,30.775610,-83.803086,AIRPORT STATION,MARTA-AIRPORT,201.49
31632,"Cook County, GA",1,0,30.986260,-83.354900,AIRPORT STATION,MARTA-AIRPORT,194.15
31634,"Clinch County, GA",1,0,31.030510,-82.732846,AIRPORT STATION,MARTA-AIRPORT,206.21
31636,"Echols County, GA",1,0,30.730986,-83.111372,AIRPORT STATION,MARTA-AIRPORT,215.65
31637,"Colquitt County, GA",1,0,31.295961,-83.440219,AIRPORT STATION,MARTA-AIRPORT,172.28
31637,"Cook County, GA",1,0,31.295961,-83.440219,AIRPORT STATION,MARTA-AIRPORT,172.28
31638,"Brooks County, GA",1,0,30.906417,-83.512186,AIRPORT STATION,MARTA-AIRPORT,196.63
31641,"Lanier County, GA",1,0,30.921011,-83.093576,AIRPORT STATION,MARTA-AIRPORT,203.83
31642,"Atkinson County, GA",1,0,31.262789,-82.883197,AIRPORT STATION,MARTA-AIRPORT,187.86
31645,"Lowndes County, GA",1,0,31.060719,-83.218688,AIRPORT STATION,MARTA-AIRPORT,192.11
31647,"Cook County, GA",1,0,31.211229,-83.431690,AIRPORT STATION,MARTA-AIRPORT,177.97
31648,"Echols County, GA",1,0,30.708359,-83.008370,AIRPORT STATION,MARTA-AIRPORT,219.35
31650,"Atkinson County, GA",1,0,31.370002,-83.018941,AIRPORT STATION,MARTA-AIRPORT,177.56
31698,"Lowndes County, GA",1,0,30.848992,-83.289627,AIRPORT STATION,MARTA-AIRPORT,204.37
31705,"Worth County, GA",1,0,31.516890,-84.042942,AIRPORT STATION,MARTA-AIRPORT,148.60
31721,"Terrell County, GA",1,0,31.525260,-84.301465,AIRPORT STATION,MARTA-AIRPORT,146.40
31733,"Tift County, GA",1,0,31.593190,-83.489763,AIRPORT STATION,MARTA-AIRPORT,152.01
31765,"Mitchell County, GA",1,0,31.087551,-84.027154,AIRPORT STATION,MARTA-AIRPORT,178.08
31775,"Colquitt County, GA",1,0,31.334299,-83.598864,AIRPORT STATION,MARTA-AIRPORT,166.82
31778,"Brooks County, GA",1,0,30.974992,-83.700075,AIRPORT STATION,MARTA-AIRPORT,189.25
31781,"Worth County, GA",1,0,31.560566,-83.796317,AIRPORT STATION,MARTA-AIRPORT,148.61
31796,"Worth County, GA",1,0,31.771231,-83.875011,AIRPORT STATION,MARTA-AIRPORT,133.36
31822,"Meriwether County, GA",1,0,32.864979,-84.910348,AIRPORT STATION,MARTA-AIRPORT,59.92
31823,"Harris County, GA",1,0,32.797846,-84.811418,AIRPORT STATION,MARTA-AIRPORT,61.93
31825,"Stewart County, GA",1,0,32.116195,-84.670900,AIRPORT STATION,MARTA-AIRPORT,106.13
39827,"Grady County, GA",1,0,30.947615,-84.210378,AIRPORT STATION,MARTA-AIRPORT,186.57
39842,"Terrell County, GA",1,0,31.754312,-84.435527,AIRPORT STATION,MARTA-AIRPORT,130.33
39846,"Calhoun County, GA",1,0,31.568955,-84.745986,AIRPORT STATION,MARTA-AIRPORT,144.19
39859,"Seminole County, GA",1,0,30.987638,-84.812759,AIRPORT STATION,MARTA-AIRPORT,184.54
